Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
47,65538,Employed,29,3,0.15,No,366,1
26,67310,Employed,1,0,0.34,Yes,334,0
43,30908,Unemployed,14,0,0.14,No,680,1
19,135266,Employed,18,0,0.41,No,384,1
20,77290,Employed,24,2,0.42,No,729,1
63,73634,Employed,15,2,0.23,No,539,1
21,32699,Employed,12,4,0.58,No,601,1
42,120169,Self-Employed,26,2,0.51,Yes,339,0
30,140177,Unemployed,28,4,0.15,Yes,454,1
56,86912,Unemployed,25,4,0.47,No,447,0
61,34255,Employed,6,0,0.28,No,311,1
52,99183,Unemployed,28,3,0.48,Yes,834,1
40,80282,Employed,16,0,0.5,No,311,1
26,78249,Employed,18,2,0.18,No,416,1
19,58176,Unemployed,24,1,0.43,Yes,407,0
58,28163,Employed,6,2,0.53,No,338,1
61,74210,Employed,11,3,0.26,No,347,1
48,143844,Unemployed,12,2,0.14,Yes,646,1
61,124587,Employed,28,3,0.11,No,777,1
64,120280,Self-Employed,12,1,0.16,No,846,1
19,91979,Unemployed,13,1,0.1,No,317,1
49,98860,Employed,14,4,0.26,No,426,1
35,41143,Employed,1,2,0.25,No,631,1
30,125899,Employed,5,4,0.16,No,301,1
63,24920,Employed,8,0,0.43,No,352,1
22,136575,Employed,14,0,0.6,Yes,359,1
59,145327,Self-Employed,19,0,0.55,Yes,846,1
61,102911,Employed,15,0,0.23,No,596,1
27,57996,Employed,25,0,0.48,No,576,1
60,31748,Employed,1,2,0.57,No,762,1
42,114071,Employed,2,4,0.55,No,559,1
51,101251,Unemployed,22,4,0.54,Yes,431,0
54,67252,Employed,19,3,0.49,No,535,1
47,142734,Unemployed,22,0,0.25,No,354,1
24,83179,Employed,20,1,0.14,Yes,382,1
23,26450,Employed,29,3,0.34,No,809,1
20,72756,Employed,7,3,0.13,No,587,1
30,70235,Employed,7,2,0.6,Yes,679,1
20,110546,Self-Employed,20,3,0.28,No,613,1
43,20020,Employed,6,1,0.58,No,756,1
41,145802,Unemployed,10,4,0.49,No,490,1
23,100253,Employed,21,3,0.31,No,516,1
60,132884,Unemployed,12,2,0.16,No,544,1
59,128421,Employed,7,0,0.22,No,331,1
29,29664,Employed,8,1,0.44,No,560,1
53,86635,Employed,15,0,0.51,Yes,456,0
19,43225,Employed,4,3,0.59,Yes,434,0
28,88173,Unemployed,22,4,0.17,No,565,1
56,126885,Employed,13,2,0.18,No,694,1
51,126048,Employed,0,1,0.12,No,352,1
43,105333,Employed,26,4,0.23,No,611,1
35,60225,Employed,23,1,0.51,No,339,1
38,30807,Unemployed,18,2,0.2,No,485,0
53,103274,Self-Employed,16,2,0.37,No,546,1
57,26402,Self-Employed,21,3,0.32,No,710,1
63,24521,Employed,13,1,0.26,Yes,686,1
61,83165,Unemployed,12,3,0.41,No,526,0
39,139813,Self-Employed,7,1,0.35,No,722,1
47,134693,Employed,26,1,0.27,No,833,1
60,28382,Employed,2,0,0.44,Yes,508,0
47,143027,Unemployed,0,3,0.24,Yes,775,1
25,130996,Employed,18,1,0.42,No,744,1
51,122657,Self-Employed,14,1,0.58,No,721,1
64,35065,Employed,20,2,0.46,No,624,1
26,105470,Employed,26,0,0.31,No,641,1
37,34425,Self-Employed,7,2,0.47,No,572,0
57,33111,Self-Employed,8,3,0.5,Yes,630,0
42,60799,Employed,12,3,0.26,No,769,1
36,73257,Self-Employed,11,1,0.45,No,727,1
22,143990,Employed,8,4,0.32,No,599,1
28,81177,Self-Employed,19,2,0.51,Yes,793,1
32,147813,Unemployed,23,3,0.25,No,533,1
25,101046,Unemployed,10,1,0.57,No,482,1
36,57851,Employed,4,1,0.39,Yes,390,0
40,28816,Employed,18,2,0.28,No,408,1
44,97853,Unemployed,20,1,0.31,Yes,804,1
57,22175,Employed,17,0,0.27,No,312,1
49,31341,Employed,10,4,0.17,No,760,1
43,83908,Unemployed,26,2,0.13,No,478,1
44,45654,Employed,10,2,0.26,No,481,1
36,80895,Employed,5,2,0.33,No,777,1
59,79696,Employed,0,1,0.28,Yes,396,0
46,77889,Employed,21,1,0.11,Yes,508,1
56,107144,Employed,28,2,0.39,No,724,1
58,103115,Unemployed,20,2,0.17,Yes,343,1
50,50194,Employed,28,0,0.21,No,771,1
36,54837,Employed,8,3,0.16,No,435,1
54,88894,Unemployed,28,0,0.36,No,840,1
36,104358,Self-Employed,29,2,0.15,Yes,841,1
50,61576,Self-Employed,6,1,0.23,No,547,1
64,122548,Employed,5,1,0.33,No,519,1
33,39727,Unemployed,26,2,0.18,No,745,1
40,54579,Employed,27,3,0.32,No,443,1
24,116554,Employed,22,4,0.27,Yes,373,1
43,36555,Employed,9,4,0.53,Yes,328,0
49,73294,Employed,4,0,0.5,No,420,1
29,69777,Employed,0,3,0.6,No,314,0
25,25906,Self-Employed,14,4,0.36,Yes,519,0
22,60751,Employed,24,3,0.39,No,606,1
59,89599,Self-Employed,4,1,0.57,No,771,1
45,128750,Employed,19,1,0.3,No,648,1
22,94180,Employed,5,3,0.38,No,301,1
43,127914,Employed,4,2,0.29,Yes,331,1
22,93678,Unemployed,16,4,0.37,No,609,1
39,51644,Unemployed,17,4,0.14,No,564,1
32,53521,Unemployed,3,1,0.49,No,574,0
30,31564,Self-Employed,23,0,0.59,No,653,1
45,125155,Self-Employed,20,4,0.13,No,741,1
50,90640,Self-Employed,22,1,0.5,Yes,696,1
60,47299,Self-Employed,1,1,0.22,No,456,0
40,142031,Employed,7,3,0.2,Yes,493,1
50,67958,Employed,4,3,0.45,Yes,806,1
60,76078,Employed,3,3,0.12,No,373,1
35,33421,Employed,24,0,0.33,Yes,586,0
47,108747,Employed,21,4,0.1,No,724,1
43,31202,Employed,13,0,0.38,Yes,683,1
33,129407,Employed,3,0,0.33,No,842,1
30,62185,Employed,7,3,0.56,No,312,1
56,126663,Unemployed,2,1,0.46,Yes,370,0
50,23685,Employed,13,2,0.16,No,350,1
43,110197,Employed,28,1,0.28,No,740,1
18,62637,Unemployed,25,1,0.57,Yes,581,0
55,38366,Employed,17,1,0.46,No,443,1
19,123248,Employed,22,1,0.4,Yes,571,1
23,44276,Employed,29,0,0.38,Yes,781,1
63,100946,Employed,11,3,0.3,No,737,1
55,68239,Employed,14,3,0.39,Yes,646,1
59,95214,Employed,19,1,0.49,No,351,1
41,44575,Employed,19,2,0.16,Yes,754,1
35,61401,Unemployed,25,4,0.58,Yes,805,1
44,61230,Employed,8,1,0.22,Yes,665,1
58,99424,Self-Employed,1,1,0.32,No,413,0
25,102263,Employed,0,2,0.11,No,752,1
45,144086,Employed,14,0,0.38,No,754,1
27,149526,Unemployed,22,1,0.29,No,795,1
34,134507,Employed,14,2,0.22,No,645,1
46,88617,Unemployed,27,0,0.59,No,488,0
23,43021,Employed,7,0,0.31,No,507,1
31,29449,Unemployed,2,1,0.31,No,783,1
39,35657,Employed,1,0,0.33,No,368,0
23,55059,Employed,3,1,0.16,No,368,1
43,21532,Self-Employed,17,1,0.3,No,351,1
56,146302,Self-Employed,11,3,0.27,No,444,1
29,122666,Employed,17,4,0.33,No,788,1
52,70805,Unemployed,20,4,0.53,No,329,0
31,101551,Employed,9,3,0.2,No,734,1
39,57756,Employed,20,1,0.4,No,844,1
40,91880,Employed,7,2,0.12,No,661,1
24,126734,Self-Employed,24,0,0.26,No,548,1
57,133997,Unemployed,17,3,0.34,Yes,336,0
42,94642,Employed,16,3,0.14,No,314,1
30,54206,Employed,18,3,0.37,Yes,744,1
38,72168,Self-Employed,5,3,0.26,Yes,392,0
58,133123,Employed,13,4,0.6,No,536,1
27,95188,Employed,4,1,0.42,No,363,1
26,44550,Employed,7,3,0.22,No,603,1
32,26389,Employed,7,3,0.15,No,525,1
19,107897,Employed,17,3,0.12,No,602,1
42,55847,Employed,29,2,0.15,Yes,491,1
30,124599,Self-Employed,8,2,0.44,Yes,622,1
51,99239,Self-Employed,13,0,0.53,No,572,1
51,38642,Employed,13,1,0.18,Yes,734,1
52,126862,Employed,19,3,0.3,Yes,726,1
55,137679,Employed,13,0,0.28,No,425,1
20,56509,Employed,16,0,0.42,No,503,1
59,99417,Self-Employed,29,1,0.19,Yes,783,1
23,69237,Unemployed,1,2,0.58,No,838,1
36,35414,Self-Employed,13,1,0.46,No,389,0
20,83176,Self-Employed,26,0,0.58,Yes,339,0
35,148633,Employed,21,1,0.24,No,459,1
56,99865,Employed,20,2,0.39,No,399,1
26,137181,Unemployed,11,0,0.47,No,807,1
29,82059,Unemployed,22,1,0.46,No,600,1
22,69150,Employed,24,3,0.11,Yes,543,1
20,108367,Employed,15,3,0.6,No,635,1
28,61091,Self-Employed,21,1,0.56,No,805,1
47,93124,Employed,5,1,0.16,Yes,679,1
21,20903,Self-Employed,17,2,0.37,Yes,848,1
22,129952,Unemployed,6,0,0.26,No,442,1
18,74235,Employed,1,1,0.54,Yes,630,0
44,78565,Unemployed,12,0,0.45,No,799,1
45,75342,Unemployed,22,3,0.21,No,564,1
46,62723,Unemployed,7,0,0.12,No,381,1
35,55572,Employed,11,4,0.25,No,436,1
29,37610,Employed,0,2,0.12,Yes,340,0
30,54052,Employed,8,2,0.17,No,335,1
58,118993,Employed,7,0,0.42,No,332,1
19,107063,Employed,8,2,0.47,Yes,737,1
54,57550,Employed,4,0,0.33,No,422,1
62,74033,Self-Employed,12,0,0.4,Yes,682,1
33,49011,Employed,13,3,0.18,No,630,1
41,122811,Employed,3,0,0.26,No,475,1
52,54764,Employed,16,2,0.46,No,752,1
39,117540,Self-Employed,8,4,0.28,No,373,1
53,73533,Self-Employed,29,1,0.27,No,455,1
28,44064,Employed,19,2,0.2,Yes,827,1
63,143989,Unemployed,14,4,0.4,No,325,1
46,147825,Employed,19,2,0.5,No,353,1
52,69581,Employed,3,4,0.33,No,505,1
32,140388,Self-Employed,1,2,0.16,No,492,1
48,48702,Self-Employed,27,1,0.52,No,328,0
59,105701,Employed,26,3,0.14,Yes,567,1
58,143482,Unemployed,12,3,0.34,Yes,368,0
60,28631,Unemployed,3,1,0.23,No,331,0
33,143864,Employed,17,2,0.57,No,565,1
27,107388,Employed,23,4,0.47,No,432,1
49,144798,Employed,15,0,0.38,Yes,582,1
19,90043,Employed,22,2,0.43,Yes,466,0
41,86063,Employed,26,1,0.37,Yes,315,0
40,48981,Self-Employed,9,3,0.17,Yes,549,0
19,55764,Employed,1,3,0.45,No,762,1
55,121771,Self-Employed,13,2,0.35,No,509,1
48,148787,Employed,1,4,0.42,No,798,1
57,70513,Employed,17,1,0.12,Yes,508,1
43,141505,Employed,0,1,0.17,No,825,1
46,149014,Employed,12,4,0.39,No,596,1
20,133076,Employed,5,4,0.33,Yes,772,1
31,119007,Self-Employed,21,2,0.21,No,471,1
42,86198,Self-Employed,16,2,0.22,No,571,1
18,44940,Employed,26,3,0.42,No,425,1
20,127418,Self-Employed,16,3,0.13,Yes,835,1
43,91792,Employed,21,4,0.32,Yes,576,1
35,48432,Employed,10,0,0.36,No,804,1
26,28367,Employed,5,0,0.25,Yes,781,1
55,131764,Self-Employed,19,0,0.51,No,711,1
40,123601,Employed,2,1,0.13,No,734,1
38,45511,Employed,13,2,0.53,Yes,462,0
18,28573,Employed,24,4,0.46,Yes,565,0
38,35582,Unemployed,5,3,0.32,Yes,617,0
44,25378,Self-Employed,16,0,0.56,No,397,0
59,85296,Self-Employed,2,3,0.45,No,419,0
23,33500,Self-Employed,16,2,0.57,No,340,0
61,85841,Employed,18,4,0.34,No,346,1
53,41881,Self-Employed,17,0,0.33,No,788,1
45,90233,Unemployed,4,0,0.37,No,815,1
62,71542,Employed,14,4,0.13,No,812,1
34,85285,Employed,2,3,0.55,No,566,1
57,79547,Employed,22,2,0.43,Yes,411,0
20,82151,Employed,7,2,0.41,Yes,310,0
29,27222,Unemployed,6,2,0.56,Yes,313,0
56,27933,Employed,17,3,0.6,No,780,1
29,103385,Employed,9,3,0.18,No,642,1
19,109772,Unemployed,25,0,0.47,Yes,372,0
63,129767,Employed,22,3,0.39,No,360,1
39,118706,Employed,9,1,0.33,No,579,1
40,98437,Unemployed,18,4,0.59,Yes,326,0
47,26940,Employed,22,3,0.53,No,590,1
22,134326,Self-Employed,0,2,0.45,No,321,0
26,104590,Employed,1,3,0.29,Yes,822,1
38,126399,Employed,27,0,0.43,No,754,1
28,79145,Employed,25,4,0.37,Yes,485,0
22,63610,Employed,0,4,0.22,No,784,1
52,77520,Unemployed,8,2,0.33,No,375,1
44,24544,Unemployed,28,4,0.21,No,431,0
19,110854,Unemployed,28,1,0.35,No,792,1
41,74812,Employed,14,4,0.46,No,493,1
48,91610,Unemployed,17,2,0.12,Yes,666,1
50,71500,Self-Employed,17,4,0.48,Yes,620,0
56,59618,Employed,21,3,0.11,No,445,1
47,139090,Self-Employed,6,0,0.36,No,653,1
63,119054,Employed,13,3,0.39,No,798,1
54,45444,Employed,28,1,0.48,No,664,1
45,105982,Unemployed,17,1,0.48,Yes,595,0
48,114079,Self-Employed,29,0,0.31,No,467,1
28,76586,Employed,19,0,0.13,No,478,1
40,44789,Employed,18,0,0.45,No,532,1
19,21617,Unemployed,28,0,0.36,No,692,1
57,148639,Self-Employed,4,4,0.27,Yes,556,0
58,120834,Employed,8,3,0.22,No,631,1
44,23333,Employed,17,1,0.16,No,437,1
52,60002,Employed,12,4,0.25,Yes,710,1
19,144477,Unemployed,4,0,0.33,No,702,1
56,83620,Employed,23,2,0.34,No,523,1
54,107688,Employed,21,2,0.39,Yes,321,1
38,109627,Employed,19,3,0.28,Yes,571,1
22,20511,Unemployed,14,1,0.56,Yes,457,0
62,132850,Self-Employed,25,1,0.35,No,694,1
38,57850,Self-Employed,23,3,0.31,No,364,1
46,141548,Employed,18,0,0.12,No,305,1
37,102172,Employed,19,0,0.4,No,390,1
55,106053,Unemployed,10,1,0.4,No,790,1
37,51786,Unemployed,8,1,0.39,Yes,590,0
42,94356,Unemployed,20,1,0.54,No,416,0
19,56244,Unemployed,21,0,0.48,No,524,0
49,94714,Unemployed,27,2,0.53,No,614,1
43,87261,Self-Employed,15,3,0.13,No,683,1
23,38477,Unemployed,10,3,0.26,No,825,1
58,66533,Self-Employed,1,4,0.26,No,487,0
20,54469,Employed,24,4,0.43,No,789,1
50,28496,Employed,7,2,0.32,Yes,384,0
18,140522,Unemployed,22,1,0.49,No,685,1
22,32270,Employed,24,2,0.29,No,419,1
30,96008,Unemployed,20,4,0.21,No,624,1
36,40724,Employed,4,4,0.25,No,442,1
29,50416,Employed,10,3,0.19,Yes,605,1
42,55575,Employed,10,2,0.2,Yes,773,1
52,101190,Employed,8,0,0.21,No,325,1
29,96614,Employed,10,4,0.11,No,541,1
47,113566,Employed,4,3,0.46,Yes,641,1
22,140989,Unemployed,8,1,0.3,No,574,1
51,93108,Employed,0,2,0.11,No,848,1
39,37408,Employed,25,4,0.29,No,520,1
56,147192,Employed,9,0,0.55,No,427,1
30,39359,Self-Employed,26,4,0.36,No,731,1
64,28698,Self-Employed,7,0,0.59,No,762,1
20,90392,Self-Employed,18,2,0.37,Yes,555,0
37,113063,Employed,15,0,0.58,No,541,1
48,59492,Employed,12,0,0.2,No,419,1
22,94781,Self-Employed,23,3,0.24,No,305,1
41,63634,Unemployed,4,2,0.45,No,803,1
57,137255,Employed,17,4,0.59,No,791,1
50,62864,Employed,8,1,0.51,No,410,1
25,114482,Employed,3,2,0.38,No,567,1
41,57355,Employed,13,2,0.14,No,695,1
37,57690,Self-Employed,29,1,0.28,No,347,1
33,57814,Employed,6,4,0.14,Yes,789,1
29,51645,Employed,11,3,0.26,Yes,404,1
30,104814,Employed,23,4,0.23,No,369,1
62,92739,Unemployed,6,1,0.29,No,660,1
59,76630,Unemployed,10,4,0.52,No,300,0
56,68171,Unemployed,21,2,0.18,No,358,1
42,41658,Employed,14,3,0.25,No,345,1
63,143980,Self-Employed,29,0,0.23,No,379,1
49,146541,Employed,27,4,0.25,No,722,1
41,128132,Employed,6,0,0.28,Yes,776,1
64,35797,Employed,19,3,0.22,No,604,1
61,78799,Employed,25,0,0.57,Yes,709,1
26,138301,Employed,16,4,0.31,No,716,1
57,118342,Unemployed,4,1,0.16,No,662,1
40,116494,Employed,7,2,0.33,No,575,1
30,72236,Employed,9,2,0.19,No,528,1
49,26265,Employed,5,0,0.21,Yes,674,1
32,147119,Employed,20,2,0.24,No,632,1
53,145611,Employed,1,2,0.16,No,779,1
22,92134,Employed,25,1,0.46,Yes,765,1
39,120719,Employed,27,0,0.5,No,681,1
33,102678,Employed,4,1,0.3,No,566,1
58,73494,Employed,9,1,0.44,No,529,1
27,141754,Employed,27,3,0.29,No,377,1
41,72268,Employed,2,0,0.18,No,660,1
35,135452,Employed,12,1,0.3,No,360,1
35,46998,Employed,15,4,0.38,No,306,1
24,111426,Unemployed,14,2,0.12,Yes,570,1
21,114414,Employed,1,0,0.43,No,820,1
43,81339,Employed,29,3,0.47,Yes,512,0
22,34306,Unemployed,2,1,0.53,No,464,0
33,84006,Unemployed,19,4,0.15,Yes,530,0
52,138717,Unemployed,17,2,0.1,No,663,1
43,67345,Self-Employed,29,2,0.14,No,314,1
35,31885,Employed,19,4,0.56,No,417,1
46,129681,Employed,19,0,0.48,No,387,1
40,63826,Self-Employed,14,2,0.52,No,815,1
31,75597,Unemployed,21,2,0.36,Yes,413,0
32,27443,Self-Employed,27,2,0.36,No,526,0
50,117375,Unemployed,4,1,0.25,No,543,1
42,136005,Employed,22,1,0.52,Yes,720,1
38,37084,Employed,10,2,0.51,No,301,1
34,109447,Unemployed,22,3,0.3,No,730,1
40,24383,Self-Employed,2,2,0.26,No,659,1
60,112313,Unemployed,8,0,0.47,No,770,1
34,54361,Self-Employed,6,3,0.11,No,446,1
31,100294,Employed,22,0,0.53,Yes,563,1
46,81331,Employed,1,4,0.32,No,328,1
37,115057,Unemployed,14,4,0.32,No,436,1
47,40529,Employed,11,1,0.43,No,743,1
36,78574,Employed,15,1,0.42,Yes,647,1
56,108627,Employed,25,1,0.23,No,629,1
30,141685,Employed,15,4,0.57,Yes,353,1
35,125330,Employed,15,0,0.59,No,375,1
40,116917,Self-Employed,18,3,0.36,Yes,591,0
63,120916,Employed,2,1,0.38,No,756,1
50,50932,Employed,27,4,0.38,No,689,1
56,129633,Unemployed,28,1,0.34,No,340,1
57,142087,Employed,21,2,0.57,No,745,1
35,21908,Unemployed,19,3,0.22,No,406,0
26,125258,Employed,3,0,0.15,No,692,1
50,133489,Unemployed,0,1,0.56,No,639,0
49,50358,Employed,21,2,0.21,No,403,1
34,50412,Employed,7,2,0.47,No,340,1
36,148319,Unemployed,23,3,0.2,No,303,1
44,103710,Self-Employed,14,4,0.58,No,309,1
23,142856,Employed,23,4,0.5,No,373,1
52,101032,Unemployed,20,1,0.56,No,347,1
54,22928,Employed,25,1,0.58,Yes,423,0
51,85158,Unemployed,21,4,0.14,No,450,1
37,50632,Employed,4,0,0.32,No,788,1
42,52309,Employed,19,0,0.42,No,692,1
21,29280,Employed,11,2,0.5,Yes,749,1
27,60449,Employed,19,3,0.22,No,527,1
27,107171,Employed,19,0,0.56,No,566,1
41,46957,Employed,3,1,0.21,No,558,1
38,56895,Employed,29,0,0.53,No,744,1
28,90499,Employed,21,3,0.36,No,777,1
44,113057,Employed,14,1,0.36,No,444,1
33,118151,Unemployed,5,3,0.29,No,329,1
43,130065,Employed,4,4,0.15,No,307,1
47,131858,Self-Employed,27,3,0.27,No,468,1
33,41695,Unemployed,10,3,0.31,No,304,0
24,94893,Self-Employed,13,3,0.34,No,624,1
33,83123,Unemployed,10,1,0.47,No,451,0
52,45176,Employed,8,3,0.28,No,633,1
33,38409,Employed,23,3,0.3,No,680,1
57,144464,Employed,9,2,0.55,No,719,1
29,76967,Employed,5,1,0.48,Yes,753,1
52,20987,Unemployed,10,3,0.11,No,626,1
38,74462,Employed,8,0,0.51,No,729,1
60,87501,Employed,4,3,0.59,No,587,1
53,125620,Self-Employed,9,0,0.57,No,359,1
34,116854,Employed,19,4,0.52,No,427,1
49,46015,Employed,13,4,0.41,Yes,682,1
58,114727,Employed,5,1,0.24,Yes,469,1
23,132350,Unemployed,3,1,0.43,No,326,0
41,86404,Unemployed,23,4,0.45,No,304,0
44,136751,Employed,22,1,0.24,Yes,744,1
37,148807,Employed,20,0,0.23,No,807,1
42,70281,Employed,9,0,0.3,Yes,607,1
19,57146,Employed,21,2,0.42,No,374,1
26,68231,Self-Employed,10,1,0.25,No,644,1
45,49032,Employed,15,1,0.38,Yes,683,1
55,48305,Employed,6,2,0.55,Yes,552,0
20,74306,Unemployed,17,3,0.25,No,478,1
37,108176,Unemployed,24,0,0.58,No,682,1
23,141139,Self-Employed,6,3,0.34,No,556,1
56,38318,Employed,23,2,0.15,No,765,1
50,33246,Employed,29,1,0.13,No,755,1
18,53844,Employed,20,3,0.27,No,831,1
54,52602,Self-Employed,14,1,0.23,Yes,654,1
23,41584,Employed,18,2,0.52,No,443,1
62,136327,Unemployed,17,4,0.47,No,844,1
51,35169,Unemployed,14,1,0.54,Yes,782,0
64,45968,Employed,17,3,0.39,No,610,1
32,26385,Employed,2,3,0.32,No,744,1
62,93758,Self-Employed,0,2,0.24,Yes,395,0
43,142684,Unemployed,0,3,0.39,No,643,0
31,135391,Unemployed,6,0,0.41,No,543,1
24,45444,Employed,9,1,0.3,No,837,1
63,123784,Employed,11,0,0.57,No,694,1
48,143112,Self-Employed,26,2,0.42,No,575,1
41,126081,Self-Employed,7,0,0.52,No,399,1
48,82497,Employed,21,0,0.41,Yes,815,1
46,25362,Employed,22,1,0.26,No,389,1
59,119254,Self-Employed,16,1,0.47,No,696,1
49,28250,Employed,13,4,0.22,No,340,1
34,88354,Unemployed,16,0,0.4,No,740,1
31,56368,Employed,24,1,0.3,No,770,1
57,64109,Self-Employed,20,0,0.17,No,833,1
53,100589,Self-Employed,22,0,0.31,No,349,1
41,77645,Employed,5,2,0.26,Yes,571,1
62,76997,Self-Employed,19,2,0.16,Yes,782,1
44,47426,Self-Employed,16,0,0.51,No,795,1
42,137632,Unemployed,19,2,0.35,Yes,770,1
49,132637,Employed,25,1,0.27,Yes,622,1
35,59023,Self-Employed,25,0,0.35,Yes,492,0
63,142268,Self-Employed,7,2,0.48,Yes,807,1
35,79267,Employed,12,1,0.11,No,588,1
54,44892,Unemployed,15,0,0.37,No,437,0
43,79232,Employed,11,0,0.34,Yes,750,1
26,139952,Employed,26,2,0.55,Yes,610,1
52,129211,Employed,28,1,0.38,Yes,486,1
25,114897,Employed,16,0,0.17,No,586,1
37,79225,Unemployed,17,0,0.29,No,768,1
59,36007,Self-Employed,7,4,0.41,Yes,771,1
39,99777,Employed,17,0,0.12,No,387,1
36,64858,Unemployed,10,4,0.54,Yes,735,1
47,65073,Employed,12,4,0.13,Yes,437,1
45,109438,Employed,11,1,0.12,No,663,1
52,110042,Employed,14,3,0.1,No,416,1
60,103098,Employed,25,4,0.44,Yes,761,1
28,40239,Employed,24,1,0.33,Yes,362,0
48,82969,Self-Employed,2,2,0.15,Yes,373,0
56,33065,Employed,2,4,0.53,No,773,1
53,130951,Employed,5,3,0.2,No,681,1
47,61291,Employed,2,2,0.26,Yes,319,0
40,58805,Employed,8,4,0.19,No,328,1
36,118831,Unemployed,10,4,0.56,Yes,461,0
29,38443,Employed,7,3,0.48,Yes,573,0
32,29290,Unemployed,3,0,0.46,Yes,585,0
48,20211,Employed,21,3,0.12,Yes,563,1
60,103634,Self-Employed,23,1,0.36,Yes,350,0
54,39072,Employed,19,1,0.39,No,419,1
54,63290,Unemployed,14,3,0.29,No,707,1
32,105186,Employed,28,3,0.26,No,765,1
46,35115,Employed,4,3,0.53,No,615,1
60,25149,Unemployed,6,3,0.11,No,624,1
43,61992,Unemployed,7,3,0.41,No,322,0
61,37716,Employed,6,4,0.3,No,522,1
19,117724,Unemployed,7,2,0.43,No,338,1
37,33621,Self-Employed,3,1,0.2,Yes,562,0
32,26820,Employed,0,1,0.22,Yes,684,0
21,149728,Employed,21,2,0.39,No,710,1
39,133065,Employed,4,3,0.59,Yes,767,1
55,62800,Employed,10,2,0.59,No,407,1
40,75043,Self-Employed,3,3,0.22,No,486,1
43,50399,Employed,1,1,0.15,No,557,1
28,139374,Employed,16,0,0.4,Yes,651,1
45,34002,Unemployed,24,1,0.31,No,806,1
19,63098,Employed,11,1,0.48,No,575,1
25,65511,Unemployed,1,0,0.36,No,783,1
46,73243,Unemployed,8,2,0.36,No,582,0
28,135131,Unemployed,5,4,0.42,No,618,1
54,48750,Unemployed,28,3,0.16,No,767,1
35,111610,Employed,5,3,0.44,No,674,1
31,37310,Employed,17,1,0.34,No,488,1
27,75398,Employed,21,0,0.51,No,489,1
52,102542,Employed,2,1,0.17,No,373,1
26,95207,Self-Employed,14,1,0.25,Yes,800,1
52,137725,Employed,6,2,0.58,Yes,449,1
28,64345,Unemployed,12,3,0.38,No,391,0
61,113430,Unemployed,9,4,0.56,No,539,1
29,134921,Employed,3,0,0.44,No,360,1
20,111729,Employed,15,4,0.56,No,535,1
56,71843,Employed,8,0,0.26,No,531,1
31,30222,Unemployed,20,3,0.15,Yes,528,0
45,109322,Self-Employed,27,2,0.5,No,607,1
28,51509,Employed,9,4,0.5,No,355,1
56,20386,Employed,18,0,0.41,Yes,584,0
42,84334,Employed,16,1,0.39,No,517,1
38,87170,Unemployed,0,3,0.56,No,628,0
27,60878,Employed,12,2,0.19,No,478,1
60,89669,Employed,3,1,0.41,No,426,1
32,127680,Unemployed,14,2,0.12,No,534,1
36,58349,Unemployed,25,0,0.17,No,524,1
39,120271,Unemployed,9,1,0.32,No,630,1
38,41952,Employed,19,2,0.51,Yes,328,0
61,141972,Self-Employed,8,3,0.47,Yes,486,0
49,110352,Employed,7,4,0.59,No,448,1
40,41529,Employed,19,4,0.12,No,303,1
30,91303,Employed,5,1,0.29,No,591,1
22,61521,Employed,22,3,0.18,No,382,1
21,38383,Employed,9,3,0.12,No,453,1
45,24901,Unemployed,23,2,0.23,No,775,1
31,62889,Employed,19,1,0.22,No,630,1
25,34633,Unemployed,16,3,0.31,No,648,1
26,82244,Employed,4,2,0.17,No,605,1
52,149177,Employed,13,3,0.34,Yes,767,1
54,39163,Self-Employed,16,1,0.56,Yes,412,0
38,79019,Self-Employed,10,3,0.47,No,468,1
35,30707,Employed,26,3,0.52,No,568,1
50,108112,Unemployed,3,3,0.5,No,636,1
25,103597,Employed,22,4,0.29,No,485,1
34,65101,Unemployed,22,0,0.45,No,657,1
60,64706,Employed,16,1,0.48,No,621,1
48,97084,Unemployed,24,4,0.2,No,553,1
51,35115,Employed,1,0,0.53,No,460,0
23,95379,Unemployed,20,3,0.33,Yes,752,1
39,122481,Self-Employed,21,3,0.11,Yes,326,1
31,59979,Employed,0,4,0.42,Yes,605,0
20,60641,Unemployed,29,2,0.44,No,655,1
29,89377,Employed,27,1,0.38,No,762,1
53,141786,Employed,17,0,0.21,No,454,1
29,26416,Unemployed,6,3,0.34,No,801,1
62,30633,Employed,21,1,0.3,No,627,1
19,148785,Employed,5,3,0.59,No,768,1
19,123189,Employed,5,3,0.51,No,604,1
32,20594,Unemployed,13,3,0.48,No,677,1
40,34393,Employed,29,1,0.19,No,548,1
46,55380,Employed,22,4,0.27,No,671,1
34,65056,Self-Employed,25,1,0.29,Yes,625,1
49,108279,Unemployed,11,1,0.35,No,766,1
24,117507,Unemployed,13,2,0.12,No,300,1
47,136184,Self-Employed,13,2,0.4,No,837,1
45,138243,Self-Employed,11,4,0.28,Yes,496,1
31,24861,Employed,8,2,0.38,Yes,580,0
61,123070,Employed,8,4,0.1,No,796,1
47,56126,Self-Employed,1,3,0.26,Yes,357,0
34,100382,Unemployed,17,3,0.48,Yes,728,1
49,111713,Self-Employed,4,1,0.35,Yes,321,0
